respondent_id,Please indicate your age,Please indicate your race - Selected Choice,Please indicate your race - Other - Text,Are you Hispanic or Latino?,How would you describe the area where you grew up?,How would you describe the area in which you currently live?,In which region of the United States do you currently live?,Please indicate your annual household income,Education,Which employment status best describes you?,How would you describe your current living situation (check all that apply) - Selected Choice,How would you describe your current living situation (check all that apply) - Other - Text,Please indicate your political identification,Please indicate your gender
591,50-59,White,,Yes,Rural,Urban,West,"Less than $10,000",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Male
592,50-59,White,,Yes,Urban,Urban,West,"$100,000 - $149,999",Some college or associate's degree,On disability,I live with family members,,Somewhat conservative,Female
593,50-59,White,,Yes,Rural,Suburban,West,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live with family members,,Somewhat conservative,Male
594,50-59,White,,Yes,Rural,Urban,South,"$50,000 - $74,999","High school graduate, GED, or equivalent",Working full-time,Other,Children,Somewhat liberal,Male
595,70-79,White,,Yes,Suburban,Suburban,South,"$100,000 - $149,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
596,60-69,White,,No,Rural,Suburban,South,"$75,000 - $99,999",Bachelor's degree,Retired,I live with family members,,Somewhat conservative,Female
597,60-69,White,,Yes,Suburban,Suburban,West,"Less than $10,000",Some college or associate's degree,Working full-time,I live alone,,Very liberal,Male
598,60-69,White,,Yes,Suburban,Rural,West,"$35,000 - $49,999","High school graduate, GED, or equivalent",Retired,I live with family members,,Somewhat liberal,Female
599,50-59,White,,No,Rural,Rural,West,"$15,000 - $24,999","High school graduate, GED, or equivalent",On disability,I live alone,,Moderate,Female
600,60-69,White,,Yes,Suburban,Suburban,West,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
601,80-89,White,,Yes,Urban,Urban,South,"$50,000 - $74,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
602,60-69,American Indian or Alaska Native,,Yes,Suburban,Rural,West,"$75,000 - $99,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
603,60-69,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
604,70-79,White,,No,Suburban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
605,70-79,White,,No,Suburban,Suburban,South,"$75,000 - $99,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Male
606,50-59,White,,No,Rural,Rural,Midwest,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very conservative,Female
607,50-59,White,,Yes,Suburban,Suburban,West,"$35,000 - $49,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Very conservative,Male
608,50-59,White,,Yes,Suburban,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
609,50-59,White,,Yes,Urban,Urban,South,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
610,50-59,White,,Yes,Urban,Urban,Midwest,"Less than $10,000","High school graduate, GED, or equivalent",Retired,I live in a nursing home,,Very conservative,Female
611,50-59,White,,No,Suburban,Rural,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Somewhat conservative,Female
612,50-59,Black or African American,,No,Urban,Urban,Midwest,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
613,50-59,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
614,60-69,Black or African American,,No,Suburban,Suburban,Northeast,"$25,000 - $34,999",Some college or associate's degree,On disability,I live with family members,,Somewhat conservative,Male
615,50-59,Black or African American,,No,Suburban,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Unemployed,I live with family members,,Moderate,Female
616,60-69,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Male
617,60-69,Black or African American,,No,Rural,Rural,South,"Less than $10,000",Some college or associate's degree,On disability,I live with a spouse or romantic partner,,Moderate,Female
618,60-69,Asian,,No,Urban,Suburban,South,"$150,000 - $199,999",Graduate or professional degree,Working full-time,I live alone,,Moderate,Female
619,70-79,Asian,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Male
620,60-69,Other,White and American Indian,No,Suburban,Suburban,West,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
621,60-69,Other,white and native american,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,On disability,I live with a spouse or romantic partner,,Very conservative,Female
622,60-69,Asian,,No,Suburban,Suburban,Northeast,"$10,000 - $14,999",Some college or associate's degree,Retired,I live with family members,,Moderate,Female
623,50-59,Asian,,No,Suburban,Urban,South,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live alone,,Somewhat liberal,Female
624,50-59,Asian,,No,Suburban,Suburban,South,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
625,70-79,Black or African American,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Retired,I live alone,,Very liberal,Female
626,60-69,Black or African American,,No,Urban,Urban,Midwest,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
627,50-59,Black or African American,,No,Urban,Urban,South,"$35,000 - $49,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Moderate,Female
628,50-59,Black or African American,,No,Urban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Working part-time,I live with a spouse or romantic partner,,Moderate,Female
629,60-69,Black or African American,,No,Suburban,Suburban,Northeast,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Moderate,Male
630,60-69,Black or African American,,No,Rural,Rural,South,"$35,000 - $49,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
631,70-79,Black or African American,,No,Suburban,Suburban,South,"$15,000 - $24,999",Bachelor's degree,Retired,I live alone,,Very liberal,Female
632,60-69,Black or African American,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999",Graduate or professional degree,Retired,I live with family members,,Very liberal,Female
633,50-59,Black or African American,,No,Urban,Urban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live alone,,Somewhat liberal,Female
634,60-69,Black or African American,,No,Urban,Urban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Male
635,50-59,Black or African American,,No,Rural,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very liberal,Female
636,50-59,Black or African American,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Working full-time,I live with a spouse or romantic partner,,Very liberal,Female
637,70-79,Black or African American,,No,Rural,Rural,Midwest,"$35,000 - $49,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
638,50-59,Black or African American,,No,Urban,Urban,Northeast,"$15,000 - $24,999",Some college or associate's degree,On disability,I live with family members,,Somewhat liberal,Female
639,70-79,Black or African American,,No,Suburban,Suburban,Northeast,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
640,60-69,Asian,,No,Urban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Moderate,Female
641,50-59,Asian,,No,Urban,Urban,Northeast,"$15,000 - $24,999",Some college or associate's degree,Working full-time,I live alone,,Moderate,Female
642,60-69,White,,No,Suburban,Urban,Northeast,"$25,000 - $34,999",Some college or associate's degree,Working part-time,I live alone,,Somewhat conservative,Female
643,50-59,Asian,,No,Urban,Suburban,West,"More than $200,000",Graduate or professional degree,Working full-time,I live with a spouse or romantic partner,,Somewhat liberal,Male
644,70-79,Black or African American,,No,Urban,Urban,West,"$15,000 - $24,999",Some college or associate's degree,Retired,I live alone,,Somewhat liberal,Female
645,50-59,Black or African American,,No,Urban,Urban,Midwest,"Less than $10,000",Some college or associate's degree,Working full-time,I live alone,,Very liberal,Female
646,60-69,Asian,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Somewhat conservative,Female
647,60-69,Asian,,No,Suburban,Suburban,South,"$35,000 - $49,999",Bachelor's degree,Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Female
648,60-69,White,,No,Urban,Suburban,Midwest,"$35,000 - $49,999",Graduate or professional degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
649,80-89,White,,No,Urban,Urban,Northeast,"$50,000 - $74,999","High school graduate, GED, or equivalent",Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
650,50-59,White,,No,Suburban,Suburban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working part-time,I live with family members,,Moderate,Female
651,70-79,White,,No,Suburban,Suburban,Northeast,"$35,000 - $49,999",Graduate or professional degree,Working part-time,I live alone,,Moderate,Female
652,80-89,White,,No,Suburban,Suburban,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
653,60-69,White,,No,Suburban,Suburban,West,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
654,70-79,White,,No,Rural,Rural,South,"$25,000 - $34,999",Graduate or professional degree,Retired,I live alone,,Somewhat conservative,Female
655,60-69,White,,No,Urban,Urban,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live alone,,Very liberal,Female
656,60-69,White,,No,Urban,Suburban,South,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
657,50-59,White,,No,Urban,Urban,Midwest,"$35,000 - $49,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
658,70-79,White,,No,Rural,Rural,South,"$35,000 - $49,999",Bachelor's degree,Working part-time,I live alone,,Somewhat conservative,Male
659,60-69,White,,No,Suburban,Rural,West,"$25,000 - $34,999",Bachelor's degree,Retired,I live alone,,Somewhat liberal,Male
660,70-79,White,,No,Rural,Suburban,South,"$100,000 - $149,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
661,60-69,White,,No,Suburban,Suburban,Northeast,"$100,000 - $149,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
662,70-79,White,,No,Suburban,Suburban,Northeast,"$75,000 - $99,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Female
663,50-59,White,,No,Urban,Urban,South,"$15,000 - $24,999",Graduate or professional degree,On disability,I live with a spouse or romantic partner,,Very conservative,Male
664,80-89,White,,No,Rural,Rural,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat conservative,Male
665,60-69,White,,No,Rural,Suburban,South,"$50,000 - $74,999",Some college or associate's degree,Retired,I live alone,,Moderate,Female
666,60-69,White,,No,Suburban,Suburban,South,"$25,000 - $34,999",Graduate or professional degree,Retired,I live with family members,,Very liberal,Female
667,60-69,White,,No,Urban,Urban,Northeast,"$35,000 - $49,999",Some college or associate's degree,Retired,I live alone,,Somewhat conservative,Male
668,50-59,White,,No,Rural,Rural,West,"$75,000 - $99,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Very conservative,Female
669,80-89,White,,No,Rural,Urban,South,"$25,000 - $34,999",Graduate or professional degree,Retired,I live alone,,Very liberal,Female
670,50-59,White,,No,Urban,Urban,Midwest,"$15,000 - $24,999",Some college or associate's degree,Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
671,70-79,White,,No,Urban,Urban,Midwest,"$75,000 - $99,999",Bachelor's degree,Working full-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
672,50-59,White,,No,Suburban,Suburban,Midwest,"$25,000 - $34,999","High school graduate, GED, or equivalent",Unemployed,I live with a spouse or romantic partner,,Very conservative,Female
673,60-69,White,,No,Suburban,Rural,West,"$35,000 - $49,999",Bachelor's degree,Retired,I live with a spouse or romantic partner,,Moderate,Female
674,70-79,White,,No,Urban,Urban,Midwest,"$100,000 - $149,999",Graduate or professional degree,Working part-time,I live alone,,Moderate,Female
675,70-79,White,,No,Suburban,Suburban,Midwest,"$50,000 - $74,999",Some college or associate's degree,Retired,I live with family members,,Very conservative,Female
676,60-69,White,,No,Rural,Rural,South,"$25,000 - $34,999",Some college or associate's degree,Retired,I live with a spouse or romantic partner,,Somewhat liberal,Female
677,60-69,American Indian or Alaska Native,,No,Urban,Urban,South,"$15,000 - $24,999",Some college or associate's degree,Working part-time,I live with family members,,Very liberal,Female
678,50-59,White,,No,Suburban,Suburban,West,"$25,000 - $34,999","High school graduate, GED, or equivalent",Working part-time,I live with a spouse or romantic partner,,Somewhat conservative,Male
