annotator_id,age_range,education,gender,gender_other,identify_as_transgender,is_parent,lgbtq_status,personally_been_target,personally_seen_toxic_content,political_affilation,race,religion_important,technology_impact,toxic_comments_problem,uses_media_forums,uses_media_news,uses_media_social,uses_media_video
3466,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,True,True,Liberal,White,Very important,Somewhat negative,Frequently a problem,False,False,True,True
3467,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,False,True,Conservative,White,Very important,Somewhat positive,Occasionally a problem,False,False,True,True
3468,35 - 44,Master's degree,Female,,No,Yes,Bisexual,False,False,Conservative,Black or African American,Very important,Very positive,Frequently a problem,False,False,True,True
3469,25 - 34,"Professional degree (JD, MD)",Female,,Yes,No,Heterosexual,False,True,Prefer not to say,White,Not important,Somewhat positive,Very frequently a problem,False,False,True,True
3470,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
3471,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
3472,65 or older,Associate degree in college (2-year),Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat negative,Frequently a problem,False,False,True,True
3473,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Neutral â neither positive nor negative,Very frequently a problem,False,False,True,True
3474,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Bisexual,False,True,Independent,White,Not important,Somewhat negative,Frequently a problem,True,False,True,True
3475,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,True,True
3476,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,Asian,Very important,Neutral â neither positive nor negative,Rarely a problem,False,False,True,True
3477,35 - 44,Master's degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Somewhat important,Very positive,Rarely a problem,True,True,True,True
3478,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Liberal,White,Not too important,Somewhat positive,Very frequently a problem,False,True,True,True
3479,65 or older,Some college but no degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat negative,Frequently a problem,False,True,True,True
3480,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,True,Liberal,Black or African American,Somewhat important,Somewhat positive,Frequently a problem,True,False,True,True
3481,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,True,Independent,Black or African American,Not important,Somewhat positive,Not a problem,True,True,True,True
3482,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Bisexual,False,False,Independent,White,Somewhat important,Neutral â neither positive nor negative,Rarely a problem,False,False,True,False
3483,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Homosexual,True,True,Liberal,White,Not important,Somewhat positive,Very frequently a problem,True,False,True,True
3484,25 - 34,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,True,Prefer not to say,Asian,Not too important,Neutral â neither positive nor negative,Frequently a problem,True,False,False,True
3485,35 - 44,Master's degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Frequently a problem,False,True,True,True
3486,55 - 64,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,True,Liberal,White,Not important,Neutral â neither positive nor negative,Occasionally a problem,True,True,True,True
3487,55 - 64,Associate degree in college (2-year),Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,True,True,False,True
3488,25 - 34,Some college but no degree,Female,,No,Yes,Heterosexual,True,True,Conservative,White,Somewhat important,Somewhat negative,Very frequently a problem,False,True,True,True
3489,35 - 44,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Other,White,Not important,Somewhat negative,Occasionally a problem,False,True,True,True
3490,25 - 34,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,True,True,Liberal,White,Very important,Somewhat negative,Very frequently a problem,True,True,True,True
3491,18 - 24,Some college but no degree,Female,,No,Yes,Bisexual,False,False,Conservative,White,Somewhat important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
3492,18 - 24,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,Prefer not to say,Not important,Somewhat positive,Occasionally a problem,True,False,True,True
3493,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,White,Not important,Neutral â neither positive nor negative,Frequently a problem,False,True,True,True
3494,35 - 44,High school graduate (high school diploma or equivalent including GED),Male,,No,No,Heterosexual,False,True,Independent,Black or African American,Somewhat important,Somewhat positive,Frequently a problem,True,True,True,True
3495,45 - 54,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Independent,Asian,Not important,Somewhat negative,Frequently a problem,True,True,True,True
3496,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,False,False,Conservative,White,Somewhat important,Somewhat positive,Occasionally a problem,False,True,True,True
3497,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,False,Liberal,White,Somewhat important,Somewhat positive,Not a problem,False,False,True,False
3498,25 - 34,Doctoral degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
3499,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,False,False,Conservative,Black or African American,Not too important,Very positive,Rarely a problem,False,True,True,True
3500,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,True,Prefer not to say,Black or African American,Very important,Somewhat positive,Frequently a problem,False,True,True,True
3501,35 - 44,Some college but no degree,Female,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat negative,Frequently a problem,True,True,True,True
3502,35 - 44,Bachelor's degree in college (4-year),Female,,No,No,Heterosexual,False,False,Conservative,White,Very important,Very positive,Frequently a problem,False,True,True,True
3503,25 - 34,Associate degree in college (2-year),Female,,No,No,Heterosexual,True,True,Independent,White,Very important,Somewhat positive,Frequently a problem,False,True,True,True
3504,35 - 44,Master's degree,Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,False,True,True,True
3505,35 - 44,Some college but no degree,Female,,No,No,Heterosexual,False,True,Independent,White,Not important,Neutral â neither positive nor negative,Frequently a problem,True,False,True,True
3506,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Liberal,Asian,Very important,Somewhat positive,Very frequently a problem,True,True,True,True
3507,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,False,Independent,Asian,Somewhat important,Somewhat positive,Frequently a problem,False,False,True,True
3508,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Bisexual,False,True,Liberal,White,Very important,Somewhat positive,Rarely a problem,False,True,True,True
3509,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Very positive,Occasionally a problem,False,True,True,True
3510,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Independent,White,Very important,Very positive,Very frequently a problem,True,True,True,True
3511,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Liberal,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
3512,18 - 24,Some college but no degree,Female,,No,No,Heterosexual,True,True,Prefer not to say,Black or African American,Very important,Very positive,Frequently a problem,True,False,True,True
3513,45 - 54,"Professional degree (JD, MD)",Male,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Neutral â neither positive nor negative,Occasionally a problem,False,False,False,False
3514,25 - 34,Bachelor's degree in college (4-year),Male,,No,Yes,Heterosexual,True,False,Independent,White,Not important,Somewhat positive,Rarely a problem,False,False,True,False
3515,35 - 44,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Other,White,Somewhat important,Somewhat positive,Very frequently a problem,True,True,True,True
3516,25 - 34,Master's degree,Male,,No,No,Heterosexual,True,True,Conservative,White,Very important,Very positive,Not a problem,False,True,True,True
3517,25 - 34,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Liberal,White,Somewhat important,Somewhat positive,Occasionally a problem,False,False,True,True
3518,45 - 54,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,True,True,Conservative,White,Very important,Somewhat positive,Rarely a problem,True,True,True,True
3519,25 - 34,Associate degree in college (2-year),Female,,No,No,Heterosexual,False,True,Independent,White,Somewhat important,Somewhat positive,Occasionally a problem,True,False,True,True
3520,25 - 34,Bachelor's degree in college (4-year),Female,,No,Yes,Heterosexual,False,True,Independent,Black or African American,Very important,Somewhat positive,Occasionally a problem,True,True,True,True
3521,35 - 44,Some college but no degree,Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Very positive,Occasionally a problem,True,True,True,True
3522,18 - 24,High school graduate (high school diploma or equivalent including GED),Female,,No,Yes,Heterosexual,False,False,Conservative,White,Very important,Somewhat positive,Very frequently a problem,True,False,True,True
3523,45 - 54,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Liberal,White,Very important,Very positive,Occasionally a problem,True,True,True,True
3524,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,False,Other,"White,American Indian or Alaska Native,Asian",Somewhat important,Neutral â neither positive nor negative,Occasionally a problem,True,False,True,True
3525,18 - 24,Associate degree in college (2-year),Male,,No,No,Heterosexual,False,True,Other,White,Not important,Somewhat positive,Occasionally a problem,True,True,True,True
3526,25 - 34,Some college but no degree,Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat positive,Frequently a problem,True,True,True,True
3527,35 - 44,Less than high school degree,Female,,No,No,Heterosexual,False,False,Liberal,White,Not important,Very positive,Occasionally a problem,True,False,True,True
3528,25 - 34,Master's degree,Female,,No,No,Heterosexual,False,False,Liberal,White,Not important,Neutral â neither positive nor negative,Frequently a problem,True,True,True,True
3529,25 - 34,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,True,True,Liberal,White,Not important,Somewhat negative,Rarely a problem,True,True,True,True
3530,45 - 54,Master's degree,Male,,No,Yes,Heterosexual,False,True,Liberal,Black or African American,Somewhat important,Very positive,Occasionally a problem,True,True,True,True
3531,18 - 24,Some college but no degree,Female,,No,Yes,Heterosexual,False,True,Conservative,White,Somewhat important,Somewhat positive,Rarely a problem,True,True,True,True
3532,18 - 24,Bachelor's degree in college (4-year),Male,,No,No,Heterosexual,False,True,Independent,White,Not too important,Neutral â neither positive nor negative,Occasionally a problem,True,False,True,True
3533,25 - 34,Associate degree in college (2-year),Male,,No,No,Bisexual,True,True,Independent,Prefer not to say,Not important,Somewhat positive,Frequently a problem,True,True,True,True
